Emp_ID,Month,Payable_Salary,Old_Dues,Other_Amount,Note,Manual_Work_Days,Manual_Leave_Days
1016,2024-12,13533.0,0.0,0,,,
1016,2025-01,13533.0,0.0,0,,,
1016,2025-02,13533.0,0.0,0,,,
1016,2025-03,13533.0,0.0,0,,,
1021,2024-04,0.0,15764.0,0,,,
1021,2024-05,0.0,0.0,0,,,
1021,2024-06,3200.0,0.0,0,,,
1021,2024-07,6133.0,0.0,0,,,
1021,2024-08,8000.0,0.0,0,,,
1021,2024-09,4133.0,0.0,0,,,
1021,2024-10,8000.0,0.0,0,,,
1021,2024-11,7733.0,0.0,0,,,
1021,2024-12,3200.0,0.0,0,,,
1021,2025-01,3200.0,0.0,0,,,
1021,2025-02,3200.0,0.0,0,,,
1021,2025-03,3200.0,0.0,0,,,
1025,2024-04,3500.0,20148.0,0,,,
1025,2024-05,933.0,0.0,0,,,
1025,2024-06,1633.0,0.0,0,,,
1025,2024-07,5366.0,0.0,0,,,
1025,2024-08,7000.0,0.0,0,,,
1025,2024-09,4900.0,0.0,0,,,
1025,2024-10,4433.0,0.0,0,,,
1025,2024-11,7000.0,0.0,0,,,
1025,2024-12,4200.0,0.0,0,,,
1025,2025-01,4200.0,0.0,0,,,
1025,2025-02,4200.0,0.0,0,,,
1025,2025-03,4200.0,0.0,0,,,
1028,2024-04,12000.0,87183.0,0,,,
1028,2024-05,1600.0,0.0,0,,,
1028,2024-06,6400.0,0.0,0,,,
1028,2024-07,12000.0,0.0,0,,,
1028,2024-08,12000.0,0.0,0,,,
1028,2024-09,12000.0,0.0,0,,,
1028,2024-10,12000.0,0.0,0,,,
1028,2024-11,12000.0,0.0,0,,,
1028,2024-12,12000.0,0.0,0,,,
1028,2025-01,12000.0,0.0,0,,,
1028,2025-02,12000.0,0.0,0,,,
1028,2025-03,12000.0,0.0,0,,,
1034,2024-04,40000.0,0.0,0,,,
1034,2024-05,40000.0,0.0,0,,,
1034,2024-06,40000.0,0.0,0,,,
1034,2024-07,40000.0,0.0,0,,,
1034,2024-08,40000.0,0.0,0,,,
1034,2024-09,40000.0,0.0,0,,,
1034,2024-10,40000.0,0.0,0,,,
1034,2024-11,40000.0,0.0,0,,,
1034,2024-12,40000.0,0.0,0,,,
1034,2025-01,40000.0,0.0,0,,,
1034,2025-02,40000.0,0.0,0,,,
1034,2025-03,40000.0,0.0,0,,,
1035,2024-07,7800.0,0.0,0,,,
1035,2024-08,4200.0,0.0,0,,,
1035,2024-09,4500.0,0.0,0,,,
1035,2024-10,4200.0,0.0,0,,,
1035,2024-11,2100.0,0.0,0,,,
1035,2024-12,0.0,0.0,0,,,
1035,2025-01,0.0,0.0,0,,,
1035,2025-02,0.0,0.0,0,,,
1035,2025-03,0.0,0.0,0,,,
1039,2024-07,13533.0,0.0,0,,,
1039,2024-08,14000.0,0.0,0,,,
1039,2024-09,9800.0,0.0,0,,,
1039,2024-10,14000.0,0.0,0,,,
1039,2024-11,13533.0,0.0,0,,,
1039,2024-12,14000.0,0.0,0,,,
1039,2025-01,14000.0,0.0,0,,,
1039,2025-02,14000.0,0.0,0,,,
1039,2025-03,14000.0,0.0,0,,,
1040,2024-04,10633.0,102977.0,0,,,
1040,2024-05,1466.0,0.0,0,,,
1040,2024-06,4400.0,0.0,0,,,
1040,2024-07,11000.0,0.0,0,,,
1040,2024-08,11000.0,0.0,0,,,
1040,2024-09,10633.0,0.0,0,,,
1040,2024-10,8433.0,0.0,0,,,
1040,2024-11,9533.0,0.0,0,,,
1040,2024-12,11000.0,0.0,0,,,
1040,2025-01,11000.0,0.0,0,,,
1040,2025-02,11000.0,0.0,0,,,
1040,2025-03,11000.0,0.0,0,,,
1024,2024-06,4050.0,0.0,0,,,
1024,2024-07,10633.0,0.0,0,,,
1004,2024-07,9000.0,0.0,0,,,
1004,2024-08,10000.0,0.0,0,,,
1004,2024-09,10000.0,0.0,0,,,
1004,2024-10,10000.0,0.0,0,,,
1004,2024-11,10000.0,0.0,0,,,
1004,2024-12,10000.0,0.0,0,,,
1004,2025-01,10000.0,0.0,0,,,
1004,2025-02,10000.0,0.0,0,,,
1004,2025-03,10000.0,0.0,0,,,
1041,2024-11,0.0,0.0,0,,,
1041,2024-12,7350.0,0.0,0,,,
1041,2025-01,2275.0,0.0,0,,,
1041,2025-02,2275.0,0.0,0,,,
1041,2025-03,2275.0,0.0,0,,,
